name,lat,lon,city,url,clat,clon,cname,cid,cthumb,slope,rating,par,holes,yardage
Lake of Isles (North),41.484664,-71.9449,North Stonington,http://www.golfadvisor.com//courses/21241-north-course-at-lake-of-isles/,41.49160651,-71.94223166,North Course at Lake of Isles,21241,//cdn.gdol.com/app/courses/image/thumb/1112.jpg,143,75.8,72,18,7252
Pikewood National,39.537156,-79.86679,Morgantown,http://www.golfadvisor.com//courses/21267-pikewood-national-golf-club/,39.53718379,-79.86659962,Pikewood National Golf Club,21267,//cdn.gdol.com/app/courses/image/thumb/65199.jpg,155,79.3,72,18,7588
Eagle Point,34.283976,-77.75897,Wilmington,http://www.golfadvisor.com//courses/21297-eagle-point-golf-club/,34.28375294,-77.75888085,Eagle Point Golf Club,21297,//cdn.gdol.com/app/courses/image/thumb/16811.jpg,141,75.5,72,18,7258
Twin Warriors,35.354445,-106.54816,Bernalillo,http://www.golfadvisor.com//courses/21350-twin-warriors-golf-club/,35.35104596,-106.5487576,Twin Warriors Golf Club,21350,//cdn.gdol.com/app/courses/image/thumb/28867.jpg,130,75,72,18,7736
The Links at Lighthouse Sound,38.40872,-75.10598,Bishopville,http://www.golfadvisor.com//courses/21438-the-links-at-lighthouse-sound/,38.409251,-75.10762503,The Links At Lighthouse Sound,21438,//cdn.gdol.com/app/courses/image/thumb/59099.jpg,138,74.6,72,18,7031
The Concession,27.403387,-82.345279,Bradenton,http://www.golfadvisor.com//courses/21516-the-concession-golf-club/,27.4032041,-82.34473944,The Concession Golf Club,21516,//cdn.gdol.com/app/courses/image/thumb/21941.jpg,155,77.6,72,18,7474
Mountain Lake,27.9395,-81.596286,Lake Wales,http://www.golfadvisor.com//courses/2155-mountain-lake/,27.93663554,-81.59846306,Mountain Lake,2155,//cdn.gdol.com/app/courses/default-image/thumb.jpg,120,72.2,70,18,6621
Calusa Pines,26.262583,-81.66626,Naples,http://www.golfadvisor.com//courses/21647-calusa-pines-golf-club/,26.26417016,-81.66709542,Calusa Pines Golf Club,21647,//cdn.gdol.com/app/courses/image/thumb/21278.jpg,148,75.3,72,18,7203
Camp Creek,30.294298,-86.040399,Panama City Beach,http://www.golfadvisor.com//courses/21673-camp-creek-golf-club/,30.29699472,-86.03954136,Camp Creek Golf Club,21673,//cdn.gdol.com/app/courses/image/thumb/1457.jpg,152,76,72,18,7159
French Lick Resort (Pete Dye),38.571029,-86.63677,West Baden Springs,http://www.golfadvisor.com//courses/21749-french-lick-resort-pete-dye-course/,38.5720507,-86.64061853,French Lick Resort - Pete Dye Course,21749,//cdn.gdol.com/app/courses/image/thumb/43227.jpg,148,80,72,18,8102
Trump International,26.667039,-80.09665,West Palm Beach,http://www.golfadvisor.com//courses/21778-trump-international-golf-club/,26.66498651,-80.09814262,Trump International Golf Club,21778,//cdn.gdol.com/app/courses/image/thumb/32618.jpg,155,76.8,72,18,7326
The Preserve,36.4500112,-121.792,Carmel-by-the-Sea,http://www.golfadvisor.com//courses/21815-the-preserve-golf-club/,36.45018536,-121.7933339,The Preserve Golf Club,21815,//cdn.gdol.com/app/courses/image/thumb/21808.jpg,140,75.1,72,18,7067
The Golf Club at Black Rock,47.51143,-116.8702,Coeur d'Alene,http://www.golfadvisor.com//courses/22058-the-club-at-black-rock-jim-engh-course/,47.51230223,-116.8706542,The Club at Black Rock - Jim Engh Course,22058,//cdn.gdol.com/app/courses/image/thumb/67652.jpg,143,74.2,72,18,7130
The Tribute,33.102046,-96.934967,The Colony,http://www.golfadvisor.com//courses/22175-the-tribute-golf-club-old-course/,33.10070945,-96.93215847,The Tribute Golf Club - Old Course,22175,//cdn.gdol.com/app/courses/image/thumb/2910.jpg,128,73.2,72,18,7002
Mayacama,38.529326,-122.73387,Santa Rosa,http://www.golfadvisor.com//courses/22226-mayacama-golf-club/,38.52968519,-122.7341294,Mayacama Golf Club,22226,//cdn.gdol.com/app/courses/image/thumb/33478.jpg,153,74,72,18,6787
Old Macdonald,43.188221,-124.39017,Bandon,http://www.golfadvisor.com//courses/22600-old-macdonald/,43.20705267,-124.3880653,Old Macdonald,22600,//cdn.gdol.com/app/courses/image/thumb/17139.jpg,131,74.4,71,18,6944
Kinloch,37.635673,-77.68749,Manakin-Sabot,http://www.golfadvisor.com//courses/22604-kinloch-golf-club/,37.6367666,-77.68810272,Kinloch Golf Club,22604,//cdn.gdol.com/app/courses/image/thumb/65385.jpg,139,74.8,72,18,7203
Paa-Ko Ridge Golf Club,35.207277,-106.3186,Sandia Park,http://www.golfadvisor.com//courses/22670-paa-ko-ridge-golf-club-course-1/,35.20791584,-106.318785,Paa-Ko Ridge Golf Club - Course 1,22670,//cdn.gdol.com/app/courses/image/thumb/37791.jpg,138,75.2,72,18,7562
Dallas National,32.733863,-96.90329,Dallas,http://www.golfadvisor.com//courses/22677-dallas-national-golf-club/,32.73385651,-96.90246105,Dallas National Golf Club,22677,//cdn.gdol.com/app/courses/image/thumb/18457.jpg,145,75.9,72,18,7326
Canyata,39.470712,-87.69966,Marshall,http://www.golfadvisor.com//courses/22776-canyata-golf-club/,39.47048954,-87.69937813,Canyata Golf Club,22776,//cdn.gdol.com/app/courses/image/thumb/1526.jpg,149,76,72,18,7266
Whispering Pines,30.944725,-95.25018,Trinity,http://www.golfadvisor.com//courses/22819-whispering-pines-golf-club/,30.9454869,-95.24910986,Whispering Pines Golf Club,22819,//cdn.gdol.com/app/courses/image/thumb/65393.jpg,152,77.3,72,18,7473
Harding Park,37.722532,-122.491174,San Francisco,http://www.golfadvisor.com//courses/231-tpc-harding-park-harding-course/,37.71848848,-122.4875164,TPC Harding Park - Harding Course,231,//cdn.gdol.com/app/courses/image/thumb/1725.jpg,125,73.1,72,18,7169
CordeValle,37.066514,-121.6276,San Martin,http://www.golfadvisor.com//courses/239-cordevalle-golf-club/,37.06829508,-121.6315577,CordeValle Golf Club,239,//cdn.gdol.com/app/courses/image/thumb/29834.jpg,146,76.3,72,18,7360
Purgatory,40.106625,-85.951711,Noblesville,http://www.golfadvisor.com//courses/24894-purgatory-golf-club/,40.10683095,-85.95205307,Purgatory Golf Club,24894,//cdn.gdol.com/app/courses/image/thumb/57678.jpg,142,78.1,72,18,7754
Shoal Creek,39.255389,-94.48583,Kansas City,http://www.golfadvisor.com//courses/24937-shoal-creek-golf-course/,39.25511973,-94.48589802,Shoal Creek Golf Course,24937,//cdn.gdol.com/app/courses/image/thumb/16099.jpg,136,73.9,71,18,6983
Coyote Springs (Chase),36.799462,-114.927368,Moapa,http://www.golfadvisor.com//courses/24966-coyote-springs-golf-club/,36.79822014,-114.9239016,Coyote Springs Golf Club,24966,//cdn.gdol.com/app/courses/image/thumb/3205.jpg,141,75.8,72,18,7471
Nanea,19.785056,-155.95923,Kailua-Kona,http://www.golfadvisor.com//courses/24978-nanea-golf-club/,19.78469479,-155.962016,Nanea Golf Club,24978,//cdn.gdol.com/app/courses/image/thumb/31457.jpg,138,76.1,73,18,7500
Hualalai Golf Course,19.826301,-155.99411,Kailua-Kona,http://www.golfadvisor.com//courses/25002-hualalai-golf-club-weiskopf-course/,19.82598014,-155.9755075,Hualalai Golf Club - Weiskopf Course,25002,//cdn.gdol.com/app/courses/image/thumb/65335.jpg,132,75.3,72,18,7190
Mountaintop,35.123063,-83.13812,Cashiers,http://www.golfadvisor.com//courses/25579-mountaintop-golf-lake-club/,35.12369956,-83.13761652,Mountaintop Golf & Lake Club,25579,//cdn.gdol.com/app/courses/image/thumb/60099.jpg,144,73.6,70,18,7127
Diamond Creek,36.155496,-81.8363,Banner Elk,http://www.golfadvisor.com//courses/25584-diamond-creek/,36.1525512,-81.83550596,Diamond Creek,25584,//cdn.gdol.com/app/courses/image/thumb/65423.jpg,136,73.2,70,18,7175
Briar's Creek,32.648966,-80.138181,Johns Island,http://www.golfadvisor.com//courses/25628-the-golf-club-at-briar-s-creek/,32.63443695,-80.08354095,The Golf Club At Briar's Creek,25628,//cdn.gdol.com/app/courses/image/thumb/47221.jpg,143,74.6,72,18,7130
Seminole,30.4176,-84.323,Tallahassee,http://www.golfadvisor.com//courses/2566-don-veller-seminole-golf-course/,30.41850753,-84.31708574,Don Veller Seminole Golf Course,2566,//cdn.gdol.com/app/courses/image/thumb/13364.jpg,131,74,72,18,7147
Boston Golf Club,42.189488,-70.8976,Hingham,http://www.golfadvisor.com//courses/25790-boston-golf-club/,42.18975606,-70.89759798,Boston Golf Club,25790,//cdn.gdol.com/app/courses/image/thumb/42690.jpg,141,75,71,18,7020
Old Sandwich,41.904594,-70.60651,Plymouth,http://www.golfadvisor.com//courses/25791-old-sandwich-golf-club/,41.90595816,-70.61159313,Old Sandwich Golf Club,25791,//cdn.gdol.com/app/courses/image/thumb/65397.jpg,139,74.1,71,18,6908
Granite Links (Granite_Milton),42.242476,-71.054112,Milton,http://www.golfadvisor.com//courses/25836-granite-links-golf-club-at-quarry-hills-milton-nine/,42.2402001,-71.06276292,Granite Links Golf Club At Quarry Hills - Milton Nine,25836,//cdn.gdol.com/app/courses/image/thumb/42897.jpg,140,72.8,72,18,6818
Sutton Bay,44.880973,-100.35197,Agar,http://www.golfadvisor.com//courses/25969-sutton-bay-golf/,44.89017457,-100.3543139,Sutton Bay Golf,25969,//cdn.gdol.com/app/courses/default-image/thumb.jpg,147,74.9,72,18,7269
Bully Pulpit,46.874224,-103.535132,Medora,http://www.golfadvisor.com//courses/27-bully-pulpit-golf-course/,46.87302289,-103.5300804,Bully Pulpit Golf Course,27,//cdn.gdol.com/app/courses/image/thumb/62788.jpg,133,75.4,72,18,7166
The Highland Course at Primland Resort,36.662859,-80.42656,Meadows of Dan,http://www.golfadvisor.com//courses/28751-the-highland-course-at-primland-resort/,36.66161336,-80.43210241,The Highland Course At Primland Resort,28751,//cdn.gdol.com/app/courses/image/thumb/19274.jpg,150,75.1,72,18,7053
Mattaponi Springs,37.951095,-77.371674,Ruther Glen,http://www.golfadvisor.com//courses/28788-mattaponi-springs-golf-club/,37.94945407,-77.36773536,Mattaponi Springs Golf Club,28788,//cdn.gdol.com/app/courses/image/thumb/44509.jpg,141,73.9,72,18,6937
Spring Creek Golf Club,37.992032,-78.21257,Gordonsville,http://www.golfadvisor.com//courses/28793-spring-creek-golf-club/,37.99124177,-78.21053267,Spring Creek Golf Club,28793,//cdn.gdol.com/app/courses/image/thumb/4236.jpg,151,76.6,72,18,7389
Bayside Resort,38.464714,-75.109403,Selbyville,http://www.golfadvisor.com//courses/28810-bayside-resort-golf-club/,38.46572841,-75.11192679,Bayside Resort Golf Club,28810,//cdn.gdol.com/app/courses/image/thumb/17592.jpg,148,76.4,72,18,7545
Great River,41.275561,-73.083632,Milford,http://www.golfadvisor.com//courses/28894-great-river-golf-club/,41.270818,-73.084285,Great River Golf Club,28894,//cdn.gdol.com/app/courses/default-image/thumb.jpg,150,75.2,72,18,7191
Old Works Golf Course,46.132351,-112.93273,Anaconda,http://www.golfadvisor.com//courses/28908-old-works/,46.13132245,-112.9339963,Old Works,28908,//cdn.gdol.com/app/courses/image/thumb/46957.jpg,136,76.1,72,18,7705
Rock Creek Cattle Company,46.482497,-112.834011,Deer Lodge,http://www.golfadvisor.com//courses/28916-rock-creek-cattle-company/,46.48445231,-112.8292029,Rock Creek Cattle Company,28916,//cdn.gdol.com/app/courses/image/thumb/67394.jpg,137,74.9,71,18,7466
Wilderness Club,48.931177,-115.13132,Eureka,http://www.golfadvisor.com//courses/28918-wilderness-club/,48.93150796,-115.1441324,Wilderness Club,28918,//cdn.gdol.com/app/courses/image/thumb/67683.jpg,137,74,72,18,7207
Osprey Meadows,44.667368,-116.122761,Donnelly,http://www.golfadvisor.com//courses/29003-tamarack-resort-osprey-meadows-golf-course/,44.6681035,-116.122613,Tamarack Resort - Osprey Meadows Golf Course,29003,//cdn.gdol.com/app/courses/image/thumb/58318.jpg,155,81.5,72,18,7319
Dormie Club,35.260477,-79.504,West End,http://www.golfadvisor.com//courses/29205-dormie-club/,35.26068824,-79.50572775,Dormie Club,29205,//cdn.gdol.com/app/courses/image/thumb/65263.jpg,138,73.7,71,18,6883
The Harvester Golf Club,41.876433,-93.2105,Rhodes,http://www.golfadvisor.com//courses/29582-the-harvester-golf-club/,41.87140635,-93.21231008,The Harvester Golf Club,29582,//cdn.gdol.com/app/courses/image/thumb/36094.jpg,140,76,72,18,7365
The Prairie Club (Dunes),42.726302,-100.79879,Valentine,http://www.golfadvisor.com//courses/29956-the-prairie-club-dunes-course/,42.72381263,-100.8036804,The Prairie Club - Dunes Course,29956,//cdn.gdol.com/app/courses/image/thumb/65256.jpg,133,74.2,73,18,7583
Stonewall (Palmer),38.948715,-80.497256,Weston,http://www.golfadvisor.com//courses/29996-the-arnold-palmer-signature-course-at-stonewall-resort/,38.94632631,-80.49528122,The Arnold Palmer Signature Course At Stonewall Resort,29996,//cdn.gdol.com/app/courses/image/thumb/6424.jpg,143,75.4,72,18,7149
Wilderness at Fortune Bay,47.82772,-92.30769,Tower,http://www.golfadvisor.com//courses/32090-the-wilderness-at-fortune-bay/,47.82110818,-92.34545231,The Wilderness At Fortune Bay,32090,//cdn.gdol.com/app/courses/image/thumb/17131.jpg,142,75.3,72,18,7207
Kiawah Island Club (Cassique),32.600012,-80.145858,Johns Island,http://www.golfadvisor.com//courses/32309-kiawah-island-club-cassique-course/,32.59631484,-80.14906704,Kiawah Island Club - Cassique Course,32309,//cdn.gdol.com/app/courses/image/thumb/20917.jpg,146,75.4,72,18,7050
Streamsong Resort (Red),27.679645,-81.9373,Bowling Green,http://www.golfadvisor.com//courses/32310-streamsong-resort-red-course/,27.68550421,-81.94032669,Streamsong Resort - Red Course,32310,//cdn.gdol.com/app/courses/image/thumb/67398.jpg,130,74.2,72,18,7148
Streamsong Resort (Blue),27.679645,-81.9373,Bowling Green,http://www.golfadvisor.com//courses/32311-streamsong-resort-blue-course/,27.67775152,-81.93655014,Streamsong Resort - Blue Course,32311,//cdn.gdol.com/app/courses/image/thumb/67397.jpg,131,74.1,72,18,7176
The Quarry at La Quinta,33.624017,-116.27406,La Quinta,http://www.golfadvisor.com//courses/3802-quarry-the/,33.6237514,-116.2741792,"Quarry, The",3802,//cdn.gdol.com/app/courses/image/thumb/60524.jpg,133,73.2,72,18,7083
Bel-Air,34.079033,-118.4501,Los Angeles,http://www.golfadvisor.com//courses/3827-bel-air-country-club/,34.07979347,-118.4507704,Bel-Air Country Club,3827,//cdn.gdol.com/app/courses/image/thumb/14679.jpg,137,73.8,70,18,6772
The Golf Club at Cuscowilla,33.412817,-83.25509,Eatonton,http://www.golfadvisor.com//courses/385-golf-club-at-cuscowilla/,33.41141288,-83.25112295,Golf Club at Cuscowilla,385,//cdn.gdol.com/app/courses/image/thumb/65275.jpg,133,72.7,70,18,6730
Monterey Peninsula (Shore),36.600433,-121.94733,Del Monte Forest,http://www.golfadvisor.com//courses/3925-shore-at-monterey-peninsula-country-club/,36.60382363,-121.9584346,Shore at Monterey Peninsula Country Club,3925,//cdn.gdol.com/app/courses/image/thumb/65391.jpg,133,74.3,72,18,6873
California Golf Clubs of San Francisco,37.64732,-122.4398,South San Francisco,http://www.golfadvisor.com//courses/4058-california-golf-club-of-san-francisco/,37.65019779,-122.4377668,California Golf Club of San Francisco,4058,//cdn.gdol.com/app/courses/image/thumb/67424.jpg,135,74.3,72,18,7216
Castle Pines,39.440541,-104.898,Castle Pines,http://www.golfadvisor.com//courses/4176-castle-pines-golf-club/,39.44106927,-104.8973161,Castle Pines Golf Club,4176,//cdn.gdol.com/app/courses/image/thumb/61029.jpg,155,77.1,72,18,7696
Sanctuary,39.468156,-104.926221,Sedalia,http://www.golfadvisor.com//courses/4293-sanctuary-the/,39.47166654,-104.9194282,"Sanctuary, The",4293,//cdn.gdol.com/app/courses/image/thumb/45049.jpg,142,72.3,72,18,7052
Country Club of Fairfield,41.128336,-73.27411,Fairfield,http://www.golfadvisor.com//courses/4348-country-club-of-fairfield/,41.127625,-73.273613,Country Club of Fairfield,4348,//cdn.gdol.com/app/courses/image/thumb/46576.jpg,133,71.6,70,18,6358
Stanwich Club,41.127942,-73.631554,Greenwich,http://www.golfadvisor.com//courses/4363-stanwich-club/,41.126442,-73.635411,Stanwich Club,4363,//cdn.gdol.com/app/courses/default-image/thumb.jpg,151,76.6,72,18,7133
Wilmington (South),39.795404,-75.595892,Wilmington,http://www.golfadvisor.com//courses/4500-south-at-wilmington-country-club/,39.79053367,-75.60250282,South at Wilmington Country Club,4500,//cdn.gdol.com/app/courses/image/thumb/40530.jpg,139,76,71,18,7334
Atlanta Country Club,33.938837,-84.425864,Marietta,http://www.golfadvisor.com//courses/4731-atlanta-country-club/,33.94020082,-84.42485456,Atlanta Country Club,4731,//cdn.gdol.com/app/courses/image/thumb/32850.jpg,147,75.6,72,18,7110
Sycamore Hills,41.063668,-85.29572,Fort Wayne,http://www.golfadvisor.com//courses/534-sycamore-hills-golf-club/,41.06397366,-85.29625513,Sycamore Hills Golf Club,534,//cdn.gdol.com/app/courses/image/thumb/61513.jpg,149,76.7,72,18,7275
Pine Meadow,42.291128,-87.984985,Libertyville,http://www.golfadvisor.com//courses/5385-pine-meadow-golf-club/,42.29192046,-87.9843408,Pine Meadow Golf Club,5385,//cdn.gdol.com/app/courses/image/thumb/61481.jpg,138,74.8,72,18,7297
WeaverRidge,40.748784,-89.652042,Peoria,http://www.golfadvisor.com//courses/5454-weaverridge-golf-club/,40.74556629,-89.66011047,WeaverRidge Golf Club,5454,//cdn.gdol.com/app/courses/image/thumb/13113.jpg,136,73.1,72,18,7030
Rich Harvest Links,41.759318,-88.503,Sugar Grove,http://www.golfadvisor.com//courses/5554-rich-harvest-farms-links-course/,41.7597808,-88.5042691,Rich Harvest Farms - Links Course,5554,//cdn.gdol.com/app/courses/image/thumb/65406.jpg,155,79.1,72,18,7735
Brickyard Crossing,39.794147,-86.232114,Speedway,http://www.golfadvisor.com//courses/5813-brickyard-crossing/,39.7886105,-86.22992161,Brickyard Crossing,5813,//cdn.gdol.com/app/courses/image/thumb/67066.jpg,149,75.1,72,18,7180
Victoria National,38.0008,-87.34623,Boonville,http://www.golfadvisor.com//courses/5891-victoria-national-golf-club/,38.00069192,-87.34701791,Victoria National Golf Club,5891,//cdn.gdol.com/app/courses/image/thumb/60960.jpg,148,77,72,18,7239
Flint Hills,37.643766,-97.12408,Andover,http://www.golfadvisor.com//courses/6352-flint-hills-national-golf-club/,37.64286983,-97.12531999,Flint Hills National Golf Club,6352,//cdn.gdol.com/app/courses/image/thumb/59402.jpg,142,74.7,71,18,6906
Valhalla,38.242868,-85.47176,Louisville,http://www.golfadvisor.com//courses/6697-valhalla-golf-club/,38.2427634,-85.47139585,Valhalla Golf Club,6697,//cdn.gdol.com/app/courses/image/thumb/15132.jpg,148,76.4,72,18,7540
Bulle Rock,39.540205,-76.13233,Havre de Grace,http://www.golfadvisor.com//courses/688-bulle-rock-golf-club/,39.54317237,-76.13242493,Bulle Rock Golf Club,688,//cdn.gdol.com/app/courses/image/thumb/29722.jpg,148,76.6,72,18,7375
Caves Valley,39.451392,-76.74471,Owings Mills,http://www.golfadvisor.com//courses/6988-caves-valley-golf-club/,39.45172914,-76.74374715,Caves Valley Golf Club,6988,//cdn.gdol.com/app/courses/image/thumb/36928.jpg,142,75.3,71,18,7226
Eastward Ho,41.716774,-69.98425,Chatham,http://www.golfadvisor.com//courses/7075-eastward-ho-country-club/,41.71701836,-69.98209862,Eastward Ho Country Club,7075,//cdn.gdol.com/app/courses/image/thumb/36890.jpg,137,72.1,71,18,6356
Crumpin Fox,42.681309,-72.523862,Bernardston,http://www.golfadvisor.com//courses/716-crumpin-fox-club/,42.68023488,-72.52414227,Crumpin-Fox Club,716,//cdn.gdol.com/app/courses/image/thumb/9840.jpg,141,73.8,72,18,7007
Arcadia Bluffs Golf Club,44.45683,-86.2422,Arcadia,http://www.golfadvisor.com//courses/7349-arcadia-bluffs-golf-course/,44.45642147,-86.23967171,Arcadia Bluffs Golf Course,7349,//cdn.gdol.com/app/courses/image/thumb/62697.jpg,147,75.4,72,18,7300
Elk Ridge,45.085911,-84.18545,Atlanta,http://www.golfadvisor.com//courses/756-elk-ridge-golf-course/,45.0801574,-84.19197142,Elk Ridge Golf Course,756,//cdn.gdol.com/app/courses/image/thumb/65365.jpg,146,76.8,72,18,7072
Point O'Woods,42.13613,-86.357254,Benton Harbor,http://www.golfadvisor.com//courses/771-point-o-woods-country-club/,42.14080523,-86.3577672,Point O'Woods Country Club,771,//cdn.gdol.com/app/courses/image/thumb/58028.jpg,139,74.9,72,18,7075
The Dunes,41.815613,-86.71435,New Buffalo,http://www.golfadvisor.com//courses/7814-dunes-club-the/,41.81732096,-86.71343998,"Dunes Club, The",7814,//cdn.gdol.com/app/courses/image/thumb/63616.jpg,146,37.7,36,9,3524
Red Hawk,44.354483,-83.538257,East Tawas,http://www.golfadvisor.com//courses/798-red-hawk-golf-club/,44.35370579,-83.53564901,Red Hawk Golf Club,798,//cdn.gdol.com/app/courses/image/thumb/59071.jpg,138,71.6,71,18,6589
Bellerive,38.660461,-90.48379,St. Louis,http://www.golfadvisor.com//courses/8694-bellerive-country-club/,38.65886704,-90.48192408,Bellerive Country Club,8694,//cdn.gdol.com/app/courses/image/thumb/67235.jpg,141,76.5,72,18,7547
Old Warson,38.618,-90.385922,St. Louis,http://www.golfadvisor.com//courses/8699-old-warson-country-club/,38.61704415,-90.38854642,Old Warson Country Club,8699,//cdn.gdol.com/app/courses/image/thumb/43396.jpg,144,74.5,71,18,6946
Wild Horse Golf Club,40.955678,-100.19374,Gothenburg,http://www.golfadvisor.com//courses/8889-wild-horse-golf-course/,40.95468722,-100.195055,Wild Horse Golf Course,8889,//cdn.gdol.com/app/courses/image/thumb/19200.jpg,134,73.6,72,18,6955
Galloway National,39.456871,-74.4597,Galloway,http://www.golfadvisor.com//courses/9140-galloway-national-golf-club/,39.45686112,-74.45936156,Galloway National Golf Club,9140,//cdn.gdol.com/app/courses/image/thumb/37755.jpg,147,75.5,71,18,7111
Atlantic City Country Club,39.370544,-74.54129,Northfield,http://www.golfadvisor.com//courses/9219-atlantic-city-country-club/,39.37068973,-74.54262345,Atlantic City Country Club,9219,//cdn.gdol.com/app/courses/image/thumb/37766.jpg,133,72.3,70,18,6577
Plainfield,40.594444,-74.38944,Edison,http://www.golfadvisor.com//courses/9236-plainfield-west-nine/,40.59834595,-74.39259052,Plainfield West Nine,9236,//cdn.gdol.com/app/courses/image/thumb/6478.jpg,146,75.3,72,18,7091
Oakland Hills(South),42.544722,-83.27083,Bloomfield Township,,,,,,,145,76.9,72,18,7445
The Country Club(Clyde_Squirrel),42.313333,-71.15083,Brookline,,,,,,,138,73.3,70,18,6740
Medinah (No.3),41.966,-88.04,Itasca,,,,,,,152,78.3,72,18,7657
Murfield Village,40.1405,-83.141,Dublin,,,,,,,153,76.9,72,18,7392
Los Angeles(North),34.071893,-118.42313,Los Angeles,,,,,,,139,74.6,70,18,7010
Bethpage(Black),40.7423,-73.455,Farmingdale,,,,,,,152,78.1,71,18,7468
Omni Homestead (Cascades),37.997345,-79.83013,Hot Springs,,,,,,,137,73,70,18,6667
The Prince at Princeville,22.211461,-159.46239,Princeville,,,,,,,140,76.2,72,18,7378
Baltimore (Five Farms East),39.440172,-76.66169,Lutherville-Timonium,,,,,,,139,74.5,70,18,7004
Cog Hill (No. 4),41.678515,-87.94859,Lemont,,,,,,,151,77.8,71,18,7554
Blackwolf Run (River),43.728061,-87.885,Sheboygan Falls,,,,,,,151,76.2,72,18,7404
Black Diamond Ranch(Quarry),29.910219,-82.496899,Alachua,,,,,,,137,75,72,18,7159
The Quarry at Giants Ridge,47.541761,-92.2941,Aurora,,,,,,,146,75.6,72,18,7201
Sea Island Golf Club(Seaside),31.159346,-81.40801,Saint Simons Island,,,,,,,143,74.1,70,18,6883
Tullymore Golf Resort,43.564437,-85.32278,Canadian Lakes,,,,,,,150,76,72,18,7181
Bay Harbor Golf Club (Links_Quarry),45.36226,-85.05073,Petoskey,,,,,,,145,73,72,18,6727
Whistling Straits Golf Club (Irish),43.8478,-87.7352,Sheboygan,,,,,,,146,75.6,72,18,7201
Pinehurst Resort(No. 4),35.19551,-79.47366,Pinehurst,,,,,,,136,74.5,72,18,7117
Pinehurst Resort(No. 8),35.19521,-79.47597,Pinehurst,,,,,,,135,74.2,72,18,7092
Lakewood Shores(Gailes),42.551884,-83.857335,Howell,,,,,,,138,75,72,18,6954
The Classic at Madden's Resort,46.379962,-94.35785,East Gull Lake,,,,,,,148,75.5,72,18,7102
Shenandoah at Turning Stone Resort,43.1206,-75.57736,Verona,,,,,,,146,75.1,72,18,7129
Belgrade Lakes Golf Course,44.518019,-69.88373,Belgrade,,,,,,,135,72.2,71,18,6723
The Broadmoor (East),38.784703,-104.84825,Colorado Springs,,,,,,,139,72.7,72,18,7355
Deacon's Lodge at Grand View Lodge,46.604187,-94.206283,Breezy Point,,,,,,,128,73.8,72,18,6964
Arnold Palmer's Bay Hill Club (Championship),28.458774,-81.51029,Orlando,,,,,,,137,75.2,72,18,7381
Golden Horseshow Golf Club (Gold),37.26374,-76.69747,Williamsburg,,,,,,,144,73.8,71,18,6817
Glen Mills,39.917591,-75.508194,Glen Mills,,,,,,,141,71.7,71,18,6646
The Legend at Giants Ridge,47.581689,-92.30694,Aurora,,,,,,,138,74.3,72,18,6930
Kauai Lagoons(Kiele),21.961453,-159.346129,Lihue,,,,,,,134,74,72,18,7101
Eagle Ridge(General),42.37378,-90.3279,Galena,,,,,,,142,73.2,72,18,6820
Semiahmoo (Loomis Trail),48.957196,-122.716333,Blaine,,,,,,,137,73.9,72,18,7005
Pine Needles Lodge and Golf Club,35.196281,-79.38911,Southern Pines,,,,,,,135,73.5,71,18,7015
Omni Barton Creek resort (Fazio Canyons),30.291267,-97.85537,Austin,,,,,,,141,75.1,72,18,7153
Olympic(Lake),37.709,-122.49,San Francisco,,,,,,,143,75.7,70,18,7170
Fallen Oak at Beau Rivage Resort,30.642604,-88.90502,Saucier,,,,,,,142,76.5,72,18,7487
Nemacolin Woodlands (Galles),39.799167,-79.52894,Farmington,,,,,,,149,77,72,18,7526
Coeur d'Alene Resort,47.426871,-116.97817,Worley,,,,,,,119,71.1,71,18,6803
Trump National Golf Club Los Angeles,33.729642,-118.34428,Rancho Palos Verdes,,,,,,,146,75,72,18,7242
Wailea Golf Club(Gold),20.685727,-156.437,Kihei,,,,,,,138,74.5,72,18,7078
Blackwolf Run(Meadow Valleys),43.729035,-87.77541,Kohler,,,,,,,145,75.1,72,18,7250
Capitol Hill(Judge),32.443845,-86.394202,Prattville,,,,,,,147,78.5,72,18,7813
The Alotian Club,34.860796,-92.57839,Roland,,,,,,,-1,-1,72,18,7405
Omni Barton Creek resort (Fazio Foothills),30.291267,-97.85537,Austin,,,,,,,138,74,72,18,7125
Donald Ross Course at French Lick,38.528313,-86.64629,French Lick,,,,,,,135,72.3,70,18,7030
TPC Louisiana,29.000098,-90.193224,Avondale,,,,,,,139,76.3,72,18,7399
Red Sky Ranch Golf Club (Norman),39.687952,-106.69554,Edwards,,,,,,,146,74.1,72,18,7580
Mystic Rock at Newacolin Woodlands Resort,39.80503,-79.55189,Farmington,,,,,,,149,77,72,18,7526
TPC San Antonio(AT&T Oaks),29.664883,-98.39854,San Antonio,,,,,,,148,76.5,72,18,7435
The Prairie Club(Pines),42.729683,-100.79343,Valentine,,,,,,,135,75,73,18,7403
The Golf Courses of Lawsonia(Links),43.828984,-89.01232,Green Lake,,,,,,,130,73,72,18,6853
Red Sky Ranch & Golf Club(Fazio),39.689029,-106.6952,Edwards,,,,,,,134,72.1,72,18,7113
Pine Hill,40.6476,-74.6953,Bedminster Township,,,,,,,151,76.8,72,18,7560
