name,lat,lon,city,url,clat,clon,cname,cid,cthumb,slope,rating,par,holes,yardage
Yeamans Hall,32.925223,-79.98476,Hanahan,http://www.golfadvisor.com//courses/15022-yeamans-hall-country-club/,32.9268193,-79.97757812,Yeamans Hall Country Club,15022,//cdn.gdol.com/app/courses/image/thumb/47147.jpg,132,72.3,70,18,6725
The Honors Course,35.0867,-85.044,Ooltewah,http://www.golfadvisor.com//courses/15023-honors-course-the/,35.08724442,-85.04438635,"Honors Course, The",15023,//cdn.gdol.com/app/courses/image/thumb/41262.jpg,152,76.8,72,18,7400
Kingsmill Resort (River),37.22626,-76.670635,Williamsburg,http://www.golfadvisor.com//courses/15029-river-at-kingsmill-golf-club-resort/,37.23412112,-76.66092396,River at Kingsmill Golf Club & Resort,15029,//cdn.gdol.com/app/courses/image/thumb/44781.jpg,137,73.1,71,18,6831
Maderas Golf Club,33.035584,-117.02445,Poway,http://www.golfadvisor.com//courses/15045-maderas-golf-club/,33.03608232,-117.0232344,Maderas Golf Club,15045,//cdn.gdol.com/app/courses/image/thumb/12080.jpg,144,75.4,72,18,7167
Old Waverly Golf Club,33.575459,-88.61072,West Point,http://www.golfadvisor.com//courses/15108-old-waverly-golf-club/,33.57465378,-88.60782623,Old Waverly Golf Club,15108,//cdn.gdol.com/app/courses/image/thumb/62768.jpg,140,74,72,18,7000
Colonial,32.720339,-97.37359,Fort Worth,http://www.golfadvisor.com//courses/15181-colonial-country-club/,32.71654637,-97.37258792,Colonial Country Club,15181,//cdn.gdol.com/app/courses/image/thumb/13428.jpg,138,75.1,70,18,7204
La Quinta Resort (Mountain),33.683185,-116.31193,La Quinta,http://www.golfadvisor.com//courses/15188-la-quinta-resort-mountain-course/,33.69278083,-116.319809,La Quinta Resort Mountain Course,15188,//cdn.gdol.com/app/courses/image/thumb/4134.jpg,135,72.9,72,18,6732
The Links at Spanish Bay,36.60939,-121.94561,Del Monte Forest,http://www.golfadvisor.com//courses/15189-links-at-spanish-bay-the/,36.61187624,-121.9409251,"Links at Spanish Bay, The",15189,//cdn.gdol.com/app/courses/image/thumb/1437.jpg,140,74,72,18,6821
Spyglass Hill,36.5851,-121.955,Del Monte Forest,http://www.golfadvisor.com//courses/15190-spyglass-hill-golf-course/,36.58252829,-121.9573912,Spyglass Hill Golf Course,15190,//cdn.gdol.com/app/courses/image/thumb/14989.jpg,144,75.5,72,18,6960
Pebble Beach,36.56,-121.9,Pebble Beach,http://www.golfadvisor.com//courses/15191-golf-links-at-pebble-beach-golf-links/,36.56071279,-121.9295955,Golf Links at Pebble Beach Golf Links,15191,//cdn.gdol.com/app/courses/image/thumb/1369.jpg,145,75.5,72,18,7040
The Bull at Pinehurst Farms,43.713304,-87.81299,Sheboygan Falls,http://www.golfadvisor.com//courses/15225-bull-at-pinehurst-farms/,43.71309946,-87.81377374,Bull at Pinehurst Farms,15225,//cdn.gdol.com/app/courses/image/thumb/13719.jpg,147,76.3,72,18,7354
Gray Plantation,30.136507,-93.297209,Lake Charles,http://www.golfadvisor.com//courses/15230-gray-plantation/,30.14771566,-93.29672456,Gray Plantation,15230,//cdn.gdol.com/app/courses/image/thumb/14847.jpg,140,74.6,72,18,7191
Pelican Hill Golf Club (Ocean South),33.585072,-117.84085,Newport Beach,http://www.golfadvisor.com//courses/15463-the-ocean-south-at-pelican-hill-golf-club/,33.58443239,-117.8493762,The Ocean South at Pelican Hill Golf Club,15463,//cdn.gdol.com/app/courses/image/thumb/35091.jpg,134,71.9,70,18,6580
Pelican Hill Golf Club (Ocean North),33.586109,-117.84658,Newport Beach,http://www.golfadvisor.com//courses/15464-the-ocean-north-at-pelican-hill-golf-club/,33.59485334,-117.8522944,The Ocean North at Pelican Hill Golf Club,15464,//cdn.gdol.com/app/courses/image/thumb/35094.jpg,135,73,71,18,6945
Trump National Doral (Blue Monster),25.814225,-80.33799,Doral,http://www.golfadvisor.com//courses/15476-trump-national-doral-miami-blue-monster-course/,25.82291691,-80.34181595,Trump National Doral Miami - Blue Monster Course,15476,//cdn.gdol.com/app/courses/image/thumb/61511.jpg,146,77.4,72,18,7590
Jupiter Hills,26.984977,-80.09659,Jupiter,http://www.golfadvisor.com//courses/15480-hills-at-jupiter-hills-club/,26.98876402,-80.09771347,Hills at Jupiter Hills Club,15480,//cdn.gdol.com/app/courses/image/thumb/33145.jpg,152,77.3,72,18,7344
Limestone Springs,33.894146,-86.565023,Oneonta,http://www.golfadvisor.com//courses/15515-limestone-springs-golf-club/,33.896085,-86.560034,Limestone Springs Golf Club,15515,//cdn.gdol.com/app/courses/image/thumb/8764.jpg,139,74.2,72,18,6987
Grand National (Lake),32.67725,-85.422978,Opelika,http://www.golfadvisor.com//courses/15516-the-lake-at-grand-national-golf-course/,32.6673415,-85.42685509,The Lake at Grand National Golf Course,15516,//cdn.gdol.com/app/courses/image/thumb/32088.jpg,136,74.3,72,18,7149
Grand National (Links),32.67725,-85.422978,Opelika,http://www.golfadvisor.com//courses/15518-the-links-at-grand-national-golf-course/,32.69269033,-85.42229401,The Links at Grand National Golf Course,15518,//cdn.gdol.com/app/courses/image/thumb/32086.jpg,135,75.1,72,18,7311
Sandpiper Golf Club,34.427431,-119.90632,Goleta,http://www.golfadvisor.com//courses/15532-sandpiper-golf-course/,34.43097016,-119.9073091,Sandpiper Golf Course,15532,//cdn.gdol.com/app/courses/image/thumb/15275.jpg,136,75.1,72,18,7159
La Purisima,34.667364,-120.385387,Lompoc,http://www.golfadvisor.com//courses/15536-la-purisima-golf-course/,34.66522885,-120.3890312,La Purisima Golf Course,15536,//cdn.gdol.com/app/courses/image/thumb/41885.jpg,143,75.6,72,18,7105
Rustic Canyon Golf Course,34.312072,-118.86775,Moorpark,http://www.golfadvisor.com//courses/15539-rustic-canyon-golf-course/,34.31281555,-118.8667488,Rustic Canyon Golf Course,15539,//cdn.gdol.com/app/courses/image/thumb/3407.jpg,133,73.4,72,18,7028
Pasatiempo,37.0064,-122,Santa Cruz,http://www.golfadvisor.com//courses/15566-pasatiempo-golf-club/,37.00424486,-122.0260584,Pasatiempo Golf Club,15566,//cdn.gdol.com/app/courses/image/thumb/3481.jpg,143,72.4,70,18,6500
The Bluffs on Thompson Creek,30.804624,-91.24906,Saint Francisville,http://www.golfadvisor.com//courses/15614-the-bluffs-golf-resort/,30.80333078,-91.24535501,The Bluffs Golf Resort,15614,//cdn.gdol.com/app/courses/image/thumb/38010.jpg,142,74.4,72,18,7005
Dancing Rabbit (Azaleas),32.771455,-89.2158,Choctaw,http://www.golfadvisor.com//courses/15625-dancing-rabbit-golf-club-the-azaleas/,32.77148527,-89.22588593,Dancing Rabbit Golf Club - The Azaleas,15625,//cdn.gdol.com/app/courses/image/thumb/59319.jpg,135,74.4,72,18,7128
Long Cove,32.164225,-80.74848,Hilton Head Island,http://www.golfadvisor.com//courses/15635-long-cove-club/,32.16631605,-80.75045458,Long Cove Club,15635,//cdn.gdol.com/app/courses/image/thumb/67114.jpg,143,74.9,71,18,7094
Tradition at Royal New Kent,37.475925,-77.012977,Providence Forge,http://www.golfadvisor.com//courses/15641-royal-new-kent-golf-club/,37.47662911,-77.01244354,Royal New Kent Golf Club,15641,//cdn.gdol.com/app/courses/image/thumb/12471.jpg,147,76.5,72,18,7336
Royal New Kent (Tradition),37.474235,-77.013848,Providence Forge,http://www.golfadvisor.com//courses/15641-royal-new-kent-golf-club/,37.47662911,-77.01244354,Royal New Kent Golf Club,15641,//cdn.gdol.com/app/courses/image/thumb/12471.jpg,147,76.5,72,18,7336
Desert Forest,33.821198,-111.90078,Carefree,http://www.golfadvisor.com//courses/15646-desert-forest-golf-club/,33.82228905,-111.9083798,Desert Forest Golf Club,15646,//cdn.gdol.com/app/courses/image/thumb/33327.jpg,145,74.1,72,18,7201
Troon North Golf Club (Monument),33.746794,-111.85815,Scottsdale,http://www.golfadvisor.com//courses/15732-monument-at-troon-north-golf-club/,33.74768002,-111.8685436,Monument at Troon North Golf Club,15732,//cdn.gdol.com/app/courses/image/thumb/3612.jpg,147,72.9,72,18,7070
Grayhawk Golf Club (Talon),33.678078,-111.89735,Scottsdale,http://www.golfadvisor.com//courses/15740-talon-at-grayhawk-golf-club/,33.66385362,-111.8990135,Talon at Grayhawk Golf Club,15740,//cdn.gdol.com/app/courses/image/thumb/4682.jpg,146,73.3,72,18,6973
Grayhawk Golf Club (Raptor),33.675863,-111.897502,Scottsdale,http://www.golfadvisor.com//courses/15741-raptor-at-grayhawk-golf-club/,33.68135396,-111.9025755,Raptor at Grayhawk Golf Club,15741,//cdn.gdol.com/app/courses/image/thumb/4683.jpg,140,74.2,72,18,7090
Estancia,33.738107,-111.8654,Scottsdale,http://www.golfadvisor.com//courses/15742-estancia-club-the/,33.73842851,-111.8659472,"Estancia Club, The",15742,//cdn.gdol.com/app/courses/image/thumb/1248.jpg,148,74.3,72,18,7314
Troon North Golf Club (Pinnacle),33.744906,-111.85878,Scottsdale,http://www.golfadvisor.com//courses/15745-pinnacle-at-troon-north-golf-club/,33.74332649,-111.8501759,Pinnacle at Troon North Golf Club,15745,//cdn.gdol.com/app/courses/image/thumb/1448.jpg,149,73,72,18,7025
Talking Stick (North),33.547192,-111.866414,Scottsdale,http://www.golfadvisor.com//courses/15752-north-at-talking-stick-golf-club/,33.55255399,-111.8668699,North at Talking Stick Golf Club,15752,//cdn.gdol.com/app/courses/image/thumb/3696.jpg,125,72.7,70,18,7133
Innisbrook Resort (Copperhead),28.111213,-82.75271,Palm Harbor,http://www.golfadvisor.com//courses/15879-innisbrook-resort-golf-club-copperhead-course/,28.12055224,-82.75035381,Innisbrook Resort & Golf Club - Copperhead Course,15879,//cdn.gdol.com/app/courses/image/thumb/9851.jpg,142,75.9,71,18,7209
TPC Sawgrass (Players Stadium),30.198,-81.39,Ponte Vedra Beach,http://www.golfadvisor.com//courses/15881-tpc-sawgrass-the-players-stadium-course/,30.20164078,-81.39536619,TPC Sawgrass - THE PLAYERS Stadium Course,15881,//cdn.gdol.com/app/courses/image/thumb/2868.jpg,155,76.8,72,18,7215
Marquette Golf Club (Greywalls),46.53837,-87.4255,Marquette,http://www.golfadvisor.com//courses/15902-greywalls-course-at-marquette-golf-club/,46.5288709,-87.42997169,Greywalls Course at Marquette Golf Club,15902,//cdn.gdol.com/app/courses/image/thumb/28403.jpg,144,73,71,18,6828
Reflection Bay,36.108989,-114.924897,Henderson,http://www.golfadvisor.com//courses/15907-reflection-bay-golf-club/,36.1100133,-114.9257805,Reflection Bay Golf Club,15907,//cdn.gdol.com/app/courses/image/thumb/66869.jpg,138,74.8,72,18,7261
Shadow Creek,36.256995,-115.10795,North Las Vegas,http://www.golfadvisor.com//courses/15949-shadow-creek-golf-course/,36.25818284,-115.1062381,Shadow Creek Golf Course,15949,//cdn.gdol.com/app/courses/image/thumb/338.jpg,145,74.5,72,18,7560
Primm Valley (Lakes),35.551269,-115.422995,Nipton,http://www.golfadvisor.com//courses/15953-primm-valley-golf-club-lakes-course/,35.550245,-115.4193592,Primm Valley Golf Club - Lakes Course,15953,//cdn.gdol.com/app/courses/image/thumb/334.jpg,135,73.3,71,18,6945
Edgewood Tahoe,38.967639,-119.946317,Stateline,http://www.golfadvisor.com//courses/15955-edgewood-tahoe-golf-course/,38.96608191,-119.9491274,Edgewood Tahoe Golf Course,15955,//cdn.gdol.com/app/courses/image/thumb/65297.jpg,142,75.3,72,18,7529
Harbour Town,32.136,-80.8,Hilton Head Island,http://www.golfadvisor.com//courses/15967-harbour-town-golf-links-at-sea-pines-resort/,32.13558328,-80.80980241,Harbour Town Golf Links at Sea Pines Resort,15967,//cdn.gdol.com/app/courses/image/thumb/1834.jpg,148,75.6,71,18,7110
Dunes Golf & Beach Club,33.75721,-78.79592,Myrtle Beach,http://www.golfadvisor.com//courses/15985-dunes-golf-beach-club-the/,33.757645,-78.796326,"Dunes Golf & Beach Club, The",15985,//cdn.gdol.com/app/courses/image/thumb/65270.jpg,148,76.1,72,18,7370
Kiva Dunes,30.234258,-87.894631,Gulf Shores,http://www.golfadvisor.com//courses/16023-kiva-dunes-golf-course/,30.2374675,-87.88925849,Kiva Dunes Golf Course,16023,//cdn.gdol.com/app/courses/image/thumb/59120.jpg,132,73.9,72,18,7092
Myrtle Beach National (King's North),33.794504,-78.967754,Myrtle Beach,http://www.golfadvisor.com//courses/16094-myrtle-beach-national-golf-club-king-s-north-course/,33.80211616,-78.96680832,Myrtle Beach National Golf Club - King's North Course,16094,//cdn.gdol.com/app/courses/image/thumb/21163.jpg,137,74.2,72,18,7017
Wolf Creek Golf Club,36.831763,-114.06051,Mesquite,http://www.golfadvisor.com//courses/16108-wolf-creek-golf-club/,36.83075723,-114.0611031,Wolf Creek Golf Club,16108,//cdn.gdol.com/app/courses/image/thumb/65261.jpg,154,75.4,72,18,6939
Old Greenwood,39.343289,-120.142672,Truckee,http://www.golfadvisor.com//courses/16112-old-greenwood-golf-course/,39.34462809,-120.1437807,Old Greenwood Golf Course,16112,//cdn.gdol.com/app/courses/image/thumb/2796.jpg,140,75.2,72,18,7518
Grand Bear,30.509591,-89.058916,Saucier,http://www.golfadvisor.com//courses/16129-the-grand-bear-golf-course/,30.50977291,-89.05954242,The Grand Bear Golf Course,16129,//cdn.gdol.com/app/courses/image/thumb/36753.jpg,143,75.5,72,18,7204
Grande Dunes,33.78208,-78.801026,Myrtle Beach,http://www.golfadvisor.com//courses/16133-grande-dunes-resort-course/,33.76791925,-78.81899714,Grande Dunes Resort Course,16133,//cdn.gdol.com/app/courses/image/thumb/34.jpg,142,77.3,72,18,7618
River's Edge,33.961753,-78.373385,Shallotte,http://www.golfadvisor.com//courses/16137-rivers-edge-golf-course/,33.96186855,-78.37019133,Rivers Edge Golf Course,16137,//cdn.gdol.com/app/courses/image/thumb/58929.jpg,149,74.7,72,18,6909
Cascata,35.977033,-114.89178,Boulder City,http://www.golfadvisor.com//courses/16144-cascata/,35.97383868,-114.8942211,Cascata,16144,//cdn.gdol.com/app/courses/image/thumb/65266.jpg,143,74.6,72,18,7137
Wynn Las Vegas,36.126058,-115.16066,Las Vegas,http://www.golfadvisor.com//courses/16151-the-wynn-golf-and-country-club/,36.12886301,-115.1626396,The Wynn Golf and Country Club,16151,//cdn.gdol.com/app/courses/image/thumb/22059.jpg,124,73.9,70,18,7042
Fishers Island,41.261944,-72.00722,Fishers Island,http://www.golfadvisor.com//courses/16163-fishers-island-golf-country-club/,41.2800152,-71.94787546,Fishers Island Golf & Country Club,16163,//cdn.gdol.com/app/courses/image/thumb/41162.jpg,143,71.8,72,18,6544
Tiger's Eye,33.937113,-78.486194,Ocean Isle Beach,http://www.golfadvisor.com//courses/16185-tiger-s-eye-golf-links-at-ocean-ridge-plantation/,33.92683895,-78.4828949,Tiger's Eye Golf Links at Ocean Ridge Plantation,16185,//cdn.gdol.com/app/courses/image/thumb/370.jpg,141,73.3,72,18,7014
World Woods (Pine Barrens),28.68371,-82.47934,Brooksville,http://www.golfadvisor.com//courses/16203-pine-barrens-at-world-woods-golf-club/,28.69246996,-82.48389244,Pine Barrens at World Woods Golf Club,16203,//cdn.gdol.com/app/courses/image/thumb/9261.jpg,133,75.3,71,18,7259
TPC Deere Run,41.475382,-90.39446,East Moline,http://www.golfadvisor.com//courses/16205-tpc-deere-run/,41.478932,-90.390998,TPC Deere Run,16205,//cdn.gdol.com/app/courses/image/thumb/3112.jpg,144,75.8,71,18,7258
Sunday River Golf Club,44.488258,-70.88761,Newry,http://www.golfadvisor.com//courses/16322-sunday-river-golf-club/,44.48793393,-70.88823045,Sunday River Golf Club,16322,//cdn.gdol.com/app/courses/image/thumb/14375.jpg,150,75.3,72,18,7130
Branson Creek,36.5745,-93.193871,Hollister,http://www.golfadvisor.com//courses/16325-buffalo-ridge-springs-golf-course/,36.57580087,-93.19363117,Buffalo Ridge Springs Golf Course,16325,//cdn.gdol.com/app/courses/image/thumb/3546.jpg,130,73.4,71,18,7036
Buffalo Ridge Golf Club,36.576806,-93.19245,Hollister,http://www.golfadvisor.com//courses/16325-buffalo-ridge-springs-golf-course/,36.57580087,-93.19363117,Buffalo Ridge Springs Golf Course,16325,//cdn.gdol.com/app/courses/image/thumb/3546.jpg,130,73.4,71,18,7036
Reynolds Plantation (Great Waters),33.450771,-83.22296,Greensboro,http://www.golfadvisor.com//courses/16334-reynolds-plantation-great-waters-course/,33.39393793,-83.23303091,Reynolds Plantation - Great Waters Course,16334,//cdn.gdol.com/app/courses/image/thumb/2098.jpg,138,74,72,18,7073
Chambers Bay,47.2,-122.5,Tacoma,http://www.golfadvisor.com//courses/16343-chambers-bay/,47.20005013,-122.5696778,Chambers Bay,16343,//cdn.gdol.com/app/courses/image/thumb/58254.jpg,146,78.1,72,18,7585
Gozzer Ranch,47.617363,-116.7608,Harrison,http://www.golfadvisor.com//courses/16344-gozzer-ranch-golf-lake-club/,47.61521088,-116.757573,Gozzer Ranch Golf & Lake Club,16344,//cdn.gdol.com/app/courses/image/thumb/59659.jpg,139,74.7,72,18,7317
Hawks Ridge,34.259852,-84.268236,Cumming,http://www.golfadvisor.com//courses/16347-hawk-s-ridge/,34.256356,-84.278101,Hawk's Ridge,16347,//cdn.gdol.com/app/courses/default-image/thumb.jpg,149,76.2,72,18,7235
Black Lake,45.4155961,-84.271002,Onaway,http://www.golfadvisor.com//courses/16393-black-lake-golf-club/,45.41234003,-84.2685914,Black Lake Golf Club,16393,//cdn.gdol.com/app/courses/image/thumb/7272.jpg,143,74.8,72,18,7046
Forest Dunes Golf Club,44.591933,-84.529,Roscommon,http://www.golfadvisor.com//courses/16394-forest-dunes-golf-country-club/,44.59165908,-84.5302999,Forest Dunes Golf & Country Club,16394,//cdn.gdol.com/app/courses/image/thumb/4891.jpg,146,75.2,72,18,7116
DarkHorse,39.02644,-121.0487,Auburn,http://www.golfadvisor.com//courses/16397-darkhorse-golf-club/,39.0264415,-121.0470506,DarkHorse Golf Club,16397,//cdn.gdol.com/app/courses/image/thumb/48001.jpg,138,74.5,72,18,7053
Turtle Bay (Palmer),21.701624,-157.996903,Kahuku,http://www.golfadvisor.com//courses/16404-turtle-bay-resort-arnold-palmer-course/,21.69712044,-157.9811281,Turtle Bay Resort - Arnold Palmer Course,16404,//cdn.gdol.com/app/courses/image/thumb/1841.jpg,143,74.4,72,18,7218
Torrey Pines (South),32.9045,-117.245,San Diego,http://www.golfadvisor.com//courses/16418-south-at-torrey-pines-municipal-golf-course/,32.89184022,-117.2477245,South at Torrey Pines Municipal Golf Course,16418,//cdn.gdol.com/app/courses/image/thumb/11469.jpg,143,78.1,72,18,7628
Lakota Canyon Ranch & Golf Club,39.586275,-107.5179,New Castle,http://www.golfadvisor.com//courses/16442-lakota-canyon-ranch-golf-club/,39.58403022,-107.5202646,Lakota Canyon Ranch Golf Club,16442,//cdn.gdol.com/app/courses/image/thumb/67642.jpg,149,72.8,72,18,7111
Atlantic,40.947258,-72.335434,Water Mill,http://www.golfadvisor.com//courses/16742-atlantic-golf-club/,40.94623789,-72.33641203,Atlantic Golf Club,16742,//cdn.gdol.com/app/courses/image/thumb/64506.jpg,141,74.9,72,18,7071
The Bridge,40.979433,-72.34049,Sag Harbor,http://www.golfadvisor.com//courses/16743-bridge-golf-course/,40.97806741,-72.33905612,Bridge Golf Course,16743,//cdn.gdol.com/app/courses/image/thumb/67238.jpg,146,77.6,72,18,7341
Hudson National,41.221267,-73.89257,Croton-on-Hudson,http://www.golfadvisor.com//courses/16859-hudson-national-golf-club/,41.22029696,-73.9013203,Hudson National Golf Club,16859,//cdn.gdol.com/app/courses/image/thumb/64582.jpg,145,74.8,70,18,7101
Maidstone,40.952872,-72.177,East Hampton,http://www.golfadvisor.com//courses/16882-east-at-maidstone-club/,40.95729603,-72.17217703,East at Maidstone Club,16882,//cdn.gdol.com/app/courses/image/thumb/64615.jpg,139,73,72,18,6560
Hammock Beach Resort (Ocean),29.602358,-81.18819,Palm Coast,http://www.golfadvisor.com//courses/17539-hammock-beach-resort-the-ocean-course/,29.60592416,-81.18955493,Hammock Beach Resort - The Ocean Course,17539,//cdn.gdol.com/app/courses/image/thumb/3503.jpg,147,77,72,18,7201
Pine Valley,39.789,-74.97,Marathon,http://www.golfadvisor.com//courses/17635-pine-valley-golf-club-championship/,39.78533156,-74.96945858,Pine Valley Golf Club - Championship,17635,//cdn.gdol.com/app/courses/image/thumb/65069.jpg,155,75.6,70,18,7057
True North,45.513532,-84.988466,Harbor Springs,http://www.golfadvisor.com//courses/1796-true-north-golf-club/,45.51028105,-84.98667089,True North Golf Club,1796,//cdn.gdol.com/app/courses/image/thumb/43323.jpg,146,73.2,72,18,7040
True Blue,33.444022,-79.14619,Pawleys Island,http://www.golfadvisor.com//courses/1822-true-blue/,33.44275808,-79.14885521,True Blue,1822,//cdn.gdol.com/app/courses/image/thumb/90.jpg,139,73.8,72,18,7126
Sage Valley,33.605256,-81.82685,Graniteville,http://www.golfadvisor.com//courses/18403-sage-valley-golf-club/,33.6053043,-81.82633281,Sage Valley Golf Club,18403,//cdn.gdol.com/app/courses/image/thumb/35980.jpg,142,76.3,72,18,7344
Bandon Trails,43.188221,-124.39017,Bandon,http://www.golfadvisor.com//courses/19109-bandon-trails/,43.18467531,-124.390651,Bandon Trails,19109,//cdn.gdol.com/app/courses/image/thumb/41184.jpg,130,73.6,71,18,6759
Pacific Dunes,43.188221,-124.39017,Bandon,http://www.golfadvisor.com//courses/19110-pacific-dunes/,43.19862204,-124.3958223,Pacific Dunes,19110,//cdn.gdol.com/app/courses/image/thumb/41189.jpg,142,73,71,18,6633
May River Golf Club at Palmetto Bluff,32.211266,-80.88557,Bluffton,http://www.golfadvisor.com//courses/19182-may-river-golf-club-at-palmetto-bluff/,32.21096288,-80.88555336,May River Golf Club At Palmetto Bluff,19182,//cdn.gdol.com/app/courses/image/thumb/3747.jpg,141,75.6,72,18,7171
Pine Tree,26.520478,-80.113504,Boynton Beach,http://www.golfadvisor.com//courses/1929-pine-tree-golf-course/,26.51914971,-80.11131763,Pine Tree Golf Course,1929,//cdn.gdol.com/app/courses/image/thumb/12855.jpg,137,75.3,72,18,7176
Tetherow Golf Club,44.026958,-121.36435,Bend,http://www.golfadvisor.com//courses/19734-tetherow-golf-club/,44.02841613,-121.3650119,Tetherow Golf Club,19734,//cdn.gdol.com/app/courses/image/thumb/65274.jpg,141,74.8,72,18,7298
Sebonack,40.911,-72.45,Southampton,http://www.golfadvisor.com//courses/19755-sebonack-golf-club/,40.91074688,-72.45548652,Sebonack Golf Club,19755,//cdn.gdol.com/app/courses/image/thumb/64984.jpg,151,77.3,72,18,7534
Hidden Creek,39.395848,-74.688556,Egg Harbor Township,http://www.golfadvisor.com//courses/19811-hidden-creek-golf-club/,39.39501485,-74.68565941,Hidden Creek Golf Club,19811,//cdn.gdol.com/app/courses/image/thumb/37778.jpg,136,73.9,71,18,7003
Pronghorn Golf Club & Resort (Nicklaus),44.189612,-121.178,Bend,http://www.golfadvisor.com//courses/20069-pronghorn-golf-club-fazio-course/,44.19254371,-121.182847,Pronghorn Golf Club - Fazio Course,20069,//cdn.gdol.com/app/courses/image/thumb/60402.jpg,142,75.2,72,18,7456
Saratoga National,43.061578,-73.746138,Saratoga Springs,http://www.golfadvisor.com//courses/20348-saratoga-national-golf-club/,43.05941902,-73.74464393,Saratoga National Golf Club,20348,//cdn.gdol.com/app/courses/image/thumb/38480.jpg,147,75.7,72,18,7265
Friar's Head,40.9641,-72.72,Riverhead,http://www.golfadvisor.com//courses/20377-friar-s-head-golf-course/,40.97074891,-72.72767901,Friar's Head Golf Course,20377,//cdn.gdol.com/app/courses/image/thumb/27622.jpg,142,74.3,71,18,6800
Promontory (Dye Canyon),40.760988,-111.451411,Park City,http://www.golfadvisor.com//courses/20397-promontory-club-dye-canyon-golf-course/,40.74622468,-111.4494109,Promontory Club - Dye Canyon Golf Course,20397,//cdn.gdol.com/app/courses/image/thumb/65340.jpg,144,76.2,72,18,7690
Ballyneal,40.420004,-102.26558,Holyoke,http://www.golfadvisor.com//courses/20405-ballyneal-golf-hunt-club/,40.42102724,-102.2687808,Ballyneal Golf & Hunt Club,20405,//cdn.gdol.com/app/courses/image/thumb/12835.jpg,-1,-1,71,18,7147
Cordillera (Summit),39.617813,-106.693663,Edwards,http://www.golfadvisor.com//courses/20595-summit-at-cordillera-summit-course/,39.61846392,-106.6900914,Summit at Cordillera Summit Course,20595,//cdn.gdol.com/app/courses/image/thumb/27524.jpg,142,74.9,72,18,7518
Circling Raven Golf Club,47.425993,-116.96392,Worley,http://www.golfadvisor.com//courses/20603-circling-raven-golf-club/,47.4234418,-116.9642472,Circling Raven Golf Club,20603,//cdn.gdol.com/app/courses/image/thumb/1662.jpg,144,74,72,18,7189
The Golf Club at Redlands Mesa,39.056358,-108.62112,Grand Junction,http://www.golfadvisor.com//courses/20644-the-golf-club-at-redlands-mesa/,39.05639603,-108.6220166,The Golf Club At Redlands Mesa,20644,//cdn.gdol.com/app/courses/image/thumb/65368.jpg,137,72.7,72,18,7007
Atunyote at Turning Stone Resort,43.094481,-75.53739,Vernon,http://www.golfadvisor.com//courses/20659-atunyote-golf-club-at-turning-stone/,43.09509168,-75.52946091,Atunyote Golf Club at Turning Stone,20659,//cdn.gdol.com/app/courses/image/thumb/3179.jpg,143,75.8,72,18,7749
Kaluhyat Golf Club,43.115029,-75.58596,Verona,http://www.golfadvisor.com//courses/20660-kaluhyat-golf-club-at-turning-stone/,43.10724949,-75.56293488,Kaluhyat Golf Club at Turning Stone,20660,//cdn.gdol.com/app/courses/image/thumb/7589.jpg,150,75.5,72,18,7105
Olde Stonewall,40.831319,-80.273816,Ellwood City,http://www.golfadvisor.com//courses/20711-olde-stonewall-golf-club/,40.83163832,-80.27302265,Olde Stonewall Golf Club,20711,//cdn.gdol.com/app/courses/image/thumb/5722.jpg,147,74.3,70,18,7103
Ak-Chin Southern Dunes Golf Club,33.085701,-112.0883,Maricopa,http://www.golfadvisor.com//courses/20769-ak-chin-southern-dunes-golf-club/,33.07918134,-112.0849764,Ak-Chin Southern Dunes Golf Club,20769,//cdn.gdol.com/app/courses/image/thumb/2882.jpg,141,76.2,72,18,7517
The Rim,34.24589,-111.279248,Payson,http://www.golfadvisor.com//courses/20783-the-rim-golf-club/,34.24102,-111.287506,The Rim Golf Club,20783,//cdn.gdol.com/app/courses/image/thumb/2907.jpg,140,72.9,71,18,7193
Stone Canyon,32.466366,-110.987363,Oro Valley,http://www.golfadvisor.com//courses/20916-stone-canyon-club/,32.46670711,-110.9865434,Stone Canyon Club,20916,//cdn.gdol.com/app/courses/image/thumb/32331.jpg,145,74,72,18,7317
Erin Hills Golf Course,43.244204,-88.3954,Hartford,http://www.golfadvisor.com//courses/21026-erin-hills-golf-course/,43.25182964,-88.39769125,Erin Hills Golf Course,21026,//cdn.gdol.com/app/courses/image/thumb/19061.jpg,145,77.9,72,18,7812
Lost Dunes,41.952618,-86.564561,Bridgman,http://www.golfadvisor.com//courses/21067-lost-dunes-golf-club/,41.95386924,-86.56455159,Lost Dunes Golf Club,21067,//cdn.gdol.com/app/courses/image/thumb/67382.jpg,140,73.9,71,18,6905
Shepherd's Hollow,42.728581,-83.464233,Clarkston,http://www.golfadvisor.com//courses/21090-shepherd-s-hollow-1-golf-course/,42.72400179,-83.4651947,Shepherd's Hollow 1 Golf Course,21090,//cdn.gdol.com/app/courses/image/thumb/28505.jpg,146,76,72,18,7236
Eagle Eye,42.79039,-84.485736,Bath Township,http://www.golfadvisor.com//courses/21104-eagle-eye-golf-club/,42.79055091,-84.48769569,Eagle Eye Golf Club,21104,//cdn.gdol.com/app/courses/image/thumb/4165.jpg,145,76.4,72,18,7318
